mask_name	original_name	original_tag	imagepro_name	folder	set
campione199.TIF	Mar23bS1C5R2_DMr_200x_g.TIF	Mar23bS1C5R2_DMr_cFos+.tag	campione19	Mar23b	train
campione200.TIF	Mar23bS1C5R2_DMl_200x_g.TIF	Mar23bS1C5R2_DMl_cFos+.tag	campione20	Mar23b	train
campione201.TIF	Mar23bS1C5R3_DMl_200x_g.TIF	Mar23bS1C5R3_DMl_cFos+.tag	campione21	Mar23b	train
campione202.TIF	Mar23bS1C6R1_LHr_200x_g.TIF	Mar23bS1C6R1_LHr_cFos+.tag	campione22	Mar23b	train
campione203.TIF	Mar23bS1C5R3_DMr_200x_g.TIF	Mar23bS1C5R3_DMr_cFos+.tag	campione23	Mar23b	train
campione204.TIF	Mar23bS1C6R1_LHl_200x_g.TIF	Mar23bS1C6R1_LHl_cFos+.tag	campione24	Mar23b	train
campione205.TIF	Mar23bS1C6R3_LHr_200x_g.TIF	Mar23bS1C6R3_LHr_cFos+.tag	campione25	Mar23b	train
campione206.TIF	Mar23bS1C6R3_LHl_200x_g.TIF	Mar23bS1C6R3_LHl_cFos+.tag	campione26	Mar23b	train
campione207.TIF	Mar23bS1C6R2_LHl_200x_g.TIF	Mar23bS1C6R2_LHl_cFos+.tag	campione27	Mar23b	train
campione208.TIF	Mar23bS1C6R2_LHr_200x_g.TIF	Mar23bS1C6R2_LHr_cFos+.tag	campione28	Mar23b	train
campione209.TIF	RT433S4C1R2_DM_100x_g.TIF	RT433S4C1R2_DM_cFos+.tag	campione0	RT433	test
campione210.TIF	RT433S6C3R2_RVLM_100x_g.TIF	RT433S6C3R2_RVLM_cFos+.tag	campione1	RT433	train
campione211.TIF	RT433S4C1R1_ParCortex_100x_g.TIF	RT433S4C1R1_ParCortex_cFos+.tag	campione2	RT433	train
campione212.TIF	RT433S2C2R1_Septum_100x_g.TIF	RT433S2C2R1_Septum_cFos+.tag	campione3	RT433	train
campione213.TIF	RT433S5C4R2_VLPAG_100x_g.TIF	RT433S5C4R2_VLPAG_cFos+.tag	campione4	RT433	train
campione214.TIF	RT433S5C2R2_MM_100x_g.TIF	RT433S5C2R2_MM_cFos+.tag	campione5	RT433	train
campione215.TIF	RT433S4C1R2_LH_100x_g.TIF	RT433S4C1R2_LH_cFos+.tag	campione6	RT433	train
campione216.TIF	RT429S2C2R1_Sept_100x_g.TIF	RT429S2C2R1_Sept_cFos+.tag	campione0	RT429	train
campione217.TIF	RT429S3C3R1_LH_100x_g.TIF	RT429S3C3R1_LH_cFos+.tag	campione1	RT429	train
campione218.TIF	RT429S6C3R3_RVLM_100x_g.TIF	RT429S6C3R3_RVLM_cFos+.tag	campione2	RT429	train
campione219.TIF	RT429S3C3R1_DM_100x_g.TIF	RT429S3C3R1_DM_cFos+.tag	campione3	RT429	train
campione220.TIF	RT429S4C3R3_VLPAG_100x_g.TIF	RT429S4C3R3_VLPAG_cFos+.tag	campione4	RT429	train
campione221.TIF	RT429S3C3R1_ParCortex_100x_g.TIF	RT429S3C3R1_ParCortex_cFos+.tag	campione5	RT429	train
campione222.TIF	RT429S5C4R1_MM_100x_g.TIF	RT429S5C4R1_MM_cFos+.tag	campione6	RT429	train
campione223.TIF	RT463S3C3R1_LH_100x_g.TIF	RT463S3C3R1_LH_cFos+.tag	campione0	RT463	train
campione224.TIF	RT463S2C1R2_Septum_100x_g.TIF	RT463S2C1R2_Septum_cFos+.tag	campione1	RT463	train
campione225.TIF	RT463S3C3R1_DM_100x_g.TIF	RT463S3C3R1_DM_cFos+.tag	campione2	RT463	train
campione226.TIF	RT463S6C2R1_RVLM_100x_g.TIF	RT463S6C2R1_RVLM_cFos+.tag	campione3	RT463	train
campione227.TIF	RT463S3C3R2_MM_100x_g.TIF	RT463S3C3R2_MM_cFos+.tag	campione4	RT463	train
campione228.TIF	RT463S3C2R1_ParCortex_100x_g.TIF	RT463S3C2R1_ParCortex_cFos+.tag	campione5	RT463	test
campione229.TIF	RT463S4C3R2_VLPAG_100x_g.TIF	RT463S4C3R2_VLPAG_cFos+.tag	campione6	RT463	train
campione230.TIF	Mar22bS1C3R3_LHr_200x_g.TIF	Mar22bS1C3R3_LHr_cFos+.tag	campione0	Mar22b	train
campione231.TIF	Mar22bS1C1R3_VLPAGr_200x_g.TIF	Mar22bS1C1R3_VLPAGr_cFos+.tag	campione1	Mar22b	train
campione232.TIF	Mar22bS1C3R3_LHl_200x_g.TIF	Mar22bS1C3R3_LHl_cFos+.tag	campione2	Mar22b	train
campione233.TIF	Mar22bS1C1R3_VLPAGl_200x_g.TIF	Mar22bS1C1R3_VLPAGl_cFos+.tag	campione3	Mar22b	test
campione234.TIF	Mar22bS1C4R2_DMl_200x_g.TIF	Mar22bS1C4R2_DMl_cFos+.tag	campione4	Mar22b	train
campione235.TIF	Mar22bS1C4R2_DMr_200x_g.TIF	Mar22bS1C4R2_DMr_cFos+.tag	campione5	Mar22b	train
campione236.TIF	Mar22bS1C4R3_DMr_200x_g.TIF	Mar22bS1C4R3_DMr_cFos+.tag	campione6	Mar22b	train
campione237.TIF	Mar22bS1C4R3_DMl_200x_g.TIF	Mar22bS1C4R3_DMl_cFos+.tag	campione7	Mar22b	train
campione238.TIF	Mar22bS1C2R1_VLPAGl_200x_g.TIF	Mar22bS1C2R1_VLPAGl_cFos+.tag	campione8	Mar22b	train
campione239.TIF	Mar22bS1C3R3_DMl_200x_g.TIF	Mar22bS1C3R3_DMl_cFos+.tag	campione9	Mar22b	test
campione240.TIF	Mar22bS1C3R3_DMr_200x_g.TIF	Mar22bS1C3R3_DMr_cFos+.tag	campione10	Mar22b	train
campione241.TIF	Mar22bS1C3R2_DMr_200x_g.TIF	Mar22bS1C3R2_DMr_cFos+.tag	campione11	Mar22b	train
campione242.TIF	Mar22bS1C4R1_LHl_200x_g.TIF	Mar22bS1C4R1_LHl_cFos+.tag	campione12	Mar22b	train
campione243.TIF	Mar22bS1C3R2_DMl_200x_g.TIF	Mar22bS1C3R2_DMl_cFos+.tag	campione13	Mar22b	train
campione244.TIF	Mar22bS1C4R1_LHr_200x_g.TIF	Mar22bS1C4R1_LHr_cFos+.tag	campione14	Mar22b	train
campione245.TIF	Mar22bS1C4R3_LHl_200x_g.TIF	Mar22bS1C4R3_LHl_cFos+.tag	campione15	Mar22b	train
campione246.TIF	Mar22bS1C4R3_LHr_200x_g.TIF	Mar22bS1C4R3_LHr_cFos+.tag	campione16	Mar22b	test
campione247.TIF	Mar22bS1C2R4_DMr_200x_g.TIF	Mar22bS1C2R4_DMr_cFos+.tag	campione17	Mar22b	train
campione248.TIF	Mar22bS1C2R4_DMl_200x_g.TIF	Mar22bS1C2R4_DMl_cFos+.tag	campione18	Mar22b	train
campione249.TIF	Mar22bS1C3R1_DMl_200x_g.TIF	Mar22bS1C3R1_DMl_cFos+.tag	campione19	Mar22b	train
campione250.TIF	Mar22bS2C1R1_LHr_200x_g.TIF	Mar22bS2C1R1_LHr_cFos+.tag	campione20	Mar22b	train
campione251.TIF	Mar22bS1C5R1_LHr_200x_g.TIF	Mar22bS1C5R1_LHr_cFos+.tag	campione21	Mar22b	train
campione252.TIF	Mar22bS1C4R2_LHr_200x_g.TIF	Mar22bS1C4R2_LHr_cFos+.tag	campione22	Mar22b	train
campione253.TIF	Mar22bS2C1R1_LHl_200x_g.TIF	Mar22bS2C1R1_LHl_cFos+.tag	campione23	Mar22b	train
campione254.TIF	Mar22bS1C5R1_LHl_200x_g.TIF	Mar22bS1C5R1_LHl_cFos+.tag	campione24	Mar22b	train
campione255.TIF	Mar22bS1C4R2_LHl_200x_g.TIF	Mar22bS1C4R2_LHl_cFos+.tag	campione25	Mar22b	train
campione256.TIF	Mar26bS2C1R1_DMl_200x_g.TIF	Mar26bS2C1R1_DMl_cFos+.tag	campione0	Mar26b	train
campione257.TIF	Mar26bS2C2R3_LHr_200x_g.TIF	Mar26bS2C2R3_LHr_cFos+.tag	campione1	Mar26b	train
campione258.TIF	Mar26bS1C4R2_DMl_200x_g.TIF	Mar26bS1C4R2_DMl_cFos+.tag	campione2	Mar26b	train
campione259.TIF	Mar26bS2C1R1_DMr_200x_g.TIF	Mar26bS2C1R1_DMr_cFos+.tag	campione3	Mar26b	train
campione260.TIF	Mar26bS2C2R3_LHl_200x_g.TIF	Mar26bS2C2R3_LHl_cFos+.tag	campione4	Mar26b	train
campione261.TIF	Mar26bS1C4R2_DMr_200x_g.TIF	Mar26bS1C4R2_DMr_cFos+.tag	campione5	Mar26b	train
campione262.TIF	Mar26bS1C2R2_VLPAGr_200x_g.TIF	Mar26bS1C2R2_VLPAGr_cFos+.tag	campione6	Mar26b	train
campione263.TIF	Mar26bS1C2R2_VLPAGl_200x_g.TIF	Mar26bS1C2R2_VLPAGl_cFos+.tag	campione7	Mar26b	train
campione264.TIF	Mar26bS1C1R3_VLPAGr_200x_g.TIF	Mar26bS1C1R3_VLPAGr_cFos+.tag	campione8	Mar26b	train
campione265.TIF	Mar26bS1C4R3_DMr_200x_g.TIF	Mar26bS1C4R3_DMr_cFos+.tag	campione9	Mar26b	train
campione266.TIF	Mar26bS2C2R2_LHl_200x_g.TIF	Mar26bS2C2R2_LHl_cFos+.tag	campione10	Mar26b	test
campione267.TIF	Mar26bS2C3R1_LHl_200x_g.TIF	Mar26bS2C3R1_LHl_cFos+.tag	campione11	Mar26b	train
campione268.TIF	Mar26bS1C2R3_VLPAGr_200x_g.TIF	Mar26bS1C2R3_VLPAGr_cFos+.tag	campione12	Mar26b	train
campione269.TIF	Mar26bS1C2R3_VLPAGl_200x_g.TIF	Mar26bS1C2R3_VLPAGl_cFos+.tag	campione13	Mar26b	train
campione270.TIF	Mar26bS1C4R3_DMl_200x_g.TIF	Mar26bS1C4R3_DMl_cFos+.tag	campione14	Mar26b	train
campione271.TIF	Mar26bS2C2R2_LHr_200x_g.TIF	Mar26bS2C2R2_LHr_cFos+.tag	campione15	Mar26b	test
campione272.TIF	Mar26bS2C3R1_LHr_200x_g.TIF	Mar26bS2C3R1_LHr_cFos+.tag	campione16	Mar26b	train
campione273.TIF	Mar26bS2C1R2_DMr_200x_g.TIF	Mar26bS2C1R2_DMr_cFos+.tag	campione17	Mar26b	train
campione274.TIF	Mar26bS2C1R2_DMl_200x_g.TIF	Mar26bS2C1R2_DMl_cFos+.tag	campione18	Mar26b	train
campione275.TIF	Mar26bS2C2R1_LHr_200x_g.TIF	Mar26bS2C2R1_LHr_cFos+.tag	campione19	Mar26b	train
campione276.TIF	Mar26bS1C1R4_VLPAGl_200x_g.TIF	Mar26bS1C1R4_VLPAGl_cFos+.tag	campione20	Mar26b	train
campione277.TIF	Mar26bS1C2R1_VLPAGr_200x_g.TIF	Mar26bS1C2R1_VLPAGr_cFos+.tag	campione21	Mar26b	train
campione278.TIF	Mar26bS1C1R4_VLPAGr_200x_g.TIF	Mar26bS1C1R4_VLPAGr_cFos+.tag	campione22	Mar26b	train
campione279.TIF	Mar26bS1C2R1_VLPAGl_200x_g.TIF	Mar26bS1C2R1_VLPAGl_cFos+.tag	campione23	Mar26b	train
campione280.TIF	Mar26bS2C2R1_LHl_200x_g.TIF	Mar26bS2C2R1_LHl_cFos+.tag	campione24	Mar26b	test
campione281.TIF	Mar26bS2C2R2_DMr_200x_g.TIF	Mar26bS2C2R2_DMr_cFos+.tag	campione25	Mar26b	train
campione282.TIF	Mar26bS1C4R3_LHl_200x_g.TIF	Mar26bS1C4R3_LHl_cFos+.tag	campione26	Mar26b	test
campione283.TIF	Mar26bS2C2R2_DMl_200x_g.TIF	Mar26bS2C2R2_DMl_cFos+.tag	campione27	Mar26b	train
campione284.TIF	Mar26bS1C4R3_LHr_200x_g.TIF	Mar26bS1C4R3_LHr_cFos+.tag	campione28	Mar26b	train
campione285.TIF	Mar26bS1C4R2_LHr_200x_g.TIF	Mar26bS1C4R2_LHr_cFos+.tag	campione29	Mar26b	train
campione286.TIF	Mar26bS2C1R1_LHr_200x_g.TIF	Mar26bS2C1R1_LHr_cFos+.tag	campione30	Mar26b	train
campione287.TIF	Mar26bS1C4R2_LHl_200x_g.TIF	Mar26bS1C4R2_LHl_cFos+.tag	campione31	Mar26b	train
campione288.TIF	Mar26bS2C1R1_LHl_200x_g.TIF	Mar26bS2C1R1_LHl_cFos+.tag	campione32	Mar26b	train
campione289.TIF	Mar26bS2C2R1_DMl_200x_g.TIF	Mar26bS2C2R1_DMl_cFos+.tag	campione33	Mar26b	train
campione290.TIF	Mar26bS2C1R2_LHl_200x_g.TIF	Mar26bS2C1R2_LHl_cFos+.tag	campione34	Mar26b	train
campione291.TIF	Mar26bS2C1R2_LHr_200x_g.TIF	Mar26bS2C1R2_LHr_cFos+.tag	campione35	Mar26b	test
campione292.TIF	RT418S7C1R1_VLPAG_100x_g.TIF	RT418S7C1R1_VLPAG_cFos+.tag	campione0	RT418	train
campione293.TIF	RT418S4C3R1_DM_100x_g.TIF	RT418S4C3R1_DM_cFos+.tag	campione1	RT418	train
campione294.TIF	RT418S9C2R1_RVLM_100x_g.TIF	RT418S9C2R1_RVLM_cFos+.tag	campione2	RT418	train
campione295.TIF	RT418S4C1R1_ParCort_100x_g.TIF	RT418S4C1R1_ParCort_cFos+.tag	campione3	RT418	test
campione296.TIF	RT418S6C1R2_MM_100x_g.TIF	RT418S6C1R2_MM_cFos+.tag	campione4	RT418	train
campione297.TIF	RT418S4C3R1_LH_100x_g.TIF	RT418S4C3R1_LH_cFos+.tag	campione5	RT418	train
campione298.TIF	RT418S2C2R2_Septum_100x_g.TIF	RT418S2C2R2_Septum_cFos+.tag	campione6	RT418	train
campione299.TIF	RT428S5C1R1_DM_100x_g.TIF	RT428S5C1R1_DM_cFos+.tag	campione0	RT428	train
campione300.TIF	RT428S2C3R1_Septum_100x_g.TIF	RT428S2C3R1_Septum_cFos+.tag	campione1	RT428	train
campione301.TIF	RT428S4C3R1_LH_100x_g.TIF	RT428S4C3R1_LH_cFos+.tag	campione2	RT428	train
campione302.TIF	RT428S4C3R1_ParCort_100x_g.TIF	RT428S4C3R1_ParCort_cFos+.tag	campione3	RT428	train
campione303.TIF	RT428S7C2R2_RVLM_100x_g.TIF	RT428S7C2R2_RVLM_cFos+.tag	campione4	RT428	train
campione304.TIF	RT428S5C4R1_MM_100x_g.TIF	RT428S5C4R1_MM_cFos+.tag	campione5	RT428	train
campione305.TIF	RT428S6C3R1_VLPAG_100x_g.TIF	RT428S6C3R1_VLPAG_cFos+.tag	campione6	RT428	train
